Country Name,Country Code,Year,"Personal remittances, received (% of GDP)","Unemployment, total (% of total labor force)",GDP (current US$)_x,GDP growth (annual %)_x,GDP (current US$)_y,GDP growth (annual %)_y
Bangladesh,BGD,1977,0.817260574,,9651149302,2.67305605,9651149302,2.67305605
Bulgaria,BGR,1977,,,,,,
Bahrain,BHR,1977,,,,,,
"Bahamas, The",BHS,1977,,,713000000,9.154929221,713000000,9.154929221
Bosnia and Herzegovina,BIH,1977,,,,,,
Belarus,BLR,1977,,,,,,
Belize,BLZ,1977,,,117650000,6.496594287,117650000,6.496594287
Bermuda,BMU,1977,,,447000000,5.897435896,447000000,5.897435896
Bolivia,BOL,1977,0.05577182,,3227436282,4.971215657,3227436282,4.971215657
Brazil,BRA,1977,0.03459146,,1.76344E+11,4.93432807,1.76344E+11,4.93432807
Barbados,BRB,1977,2.019803495,,495097667.9,3.642205769,495097667.9,3.642205769
Brunei Darussalam,BRN,1977,,,1732721161,10.91669706,1732721161,10.91669706
Bhutan,BTN,1977,,,,,,
Botswana,BWA,1977,15.25312275,,451624959.6,12.01204009,451624959.6,12.01204009
Central African Republic,CAF,1977,0.387538266,,507298148.4,3.806234914,507298148.4,3.806234914
Canada,CAN,1977,,,2.12325E+11,,2.12325E+11,
Central Europe and the Baltics,CEB,1977,,,,,,
Switzerland,CHE,1977,,,,,,
Channel Islands,CHI,1977,,,,,,
Chile,CHL,1977,,,13965594906,10.44468638,13965594906,10.44468638
China,CHN,1977,,,1.74936E+11,7.570000001,1.74936E+11,7.570000001
Cote d'Ivoire,CIV,1977,0.253378385,,6265068200,7.314459154,6265068200,7.314459154
Cameroon,CMR,1977,,,3394664030,13.73987152,3394664030,13.73987152
"Congo, Dem. Rep.",COD,1977,,,12344424764,0.760793602,12344424764,0.760793602
"Congo, Rep.",COG,1977,,,765224030.6,-8.95342798,765224030.6,-8.95342798
Colombia,COL,1977,0.419734824,,19470960619,4.158505453,19470960619,4.158505453
Comoros,COM,1977,,,,,,
Cabo Verde,CPV,1977,,,,,,
Costa Rica,CRI,1977,0.065095118,,3072427013,8.904474432,3072427013,8.904474432
Caribbean small states,CSS,1977,1.313147075,,9210519153,3.825568431,9210519153,3.825568431
Cuba,CUB,1977,,,14206158675,8.709502862,14206158675,8.709502862
Curacao,CUW,1977,,,,,,
Cayman Islands,CYM,1977,,,,,,
Cyprus,CYP,1977,6.935098676,,734887974,16.36200095,734887974,16.36200095
Czechia,CZE,1977,,,,,,
Germany,DEU,1977,0.089204134,,6.00498E+11,3.34721812,6.00498E+11,3.34721812
Djibouti,DJI,1977,,,,,,
Dominica,DMA,1977,6.975789063,,45872947.41,,45872947.41,
Denmark,DNK,1977,,,49784407636,1.87029103,49784407636,1.87029103
Dominican Republic,DOM,1977,2.694512838,,4587100005,4.981783951,4587100005,4.981783951
Algeria,DZA,1977,1.664114706,,20972112004,5.258585986,20972112004,5.258585986
East Asia & Pacific (excluding high income),EAP,1977,,,2.91576E+11,7.572450865,2.91576E+11,7.572450865
Early-demographic dividend,EAR,1977,,,7.94834E+11,4.096591215,7.94834E+11,4.096591215
East Asia & Pacific,EAS,1977,0.113053052,,1.22599E+12,5.423286559,1.22599E+12,5.423286559
Europe & Central Asia (excluding high income),ECA,1977,1.673597415,,,,,
Europe & Central Asia,ECS,1977,0.514713136,,2.72008E+12,2.847291053,2.72008E+12,2.847291053
Ecuador,ECU,1977,,,11026346590,1.604842112,11026346590,1.604842112
"Egypt, Arab Rep.",EGY,1977,6.441757799,,14400806876,9.003044267,14400806876,9.003044267
Euro area,EMU,1977,0.511059406,,1.78298E+12,3.085782746,1.78298E+12,3.085782746
Eritrea,ERI,1977,,,,,,
Spain,ESP,1977,1.104607338,,1.32449E+11,2.838574334,1.32449E+11,2.838574334
Estonia,EST,1977,,,,,,
Ethiopia,ETH,1977,,,,,,
European Union,EUU,1977,0.488223117,,2.00476E+12,2.874604086,2.00476E+12,2.874604086
Fragile and conflict affected situations,FCS,1977,,,1.99023E+11,4.346523246,1.99023E+11,4.346523246
Finland,FIN,1977,0.139415733,,33499799321,0.239510829,33499799321,0.239510829
Fiji,FJI,1977,,,719501505.2,5.904011842,719501505.2,5.904011842
France,FRA,1977,0.307279847,,4.10279E+11,3.464312004,4.10279E+11,3.464312004
Faroe Islands,FRO,1977,,,,,,
"Micronesia, Fed. Sts.",FSM,1977,,,,,,
Gabon,GAB,1977,,,2809349074,-12.58209117,2809349074,-12.58209117
United Kingdom,GBR,1977,,,2.63079E+11,2.457750545,2.63079E+11,2.457750545
Georgia,GEO,1977,,,,6.896550159,,6.896550159
Ghana,GHA,1977,,,3189428571,2.274107242,3189428571,2.274107242
Gibraltar,GIB,1977,,,,,,
Guinea,GIN,1977,,,,,,
"Gambia, The",GMB,1977,,,138093106.3,3.43957606,138093106.3,3.43957606
Guinea-Bissau,GNB,1977,,,114971207.2,-7.170069971,114971207.2,-7.170069971
Equatorial Guinea,GNQ,1977,,,103987520.1,,103987520.1,
Greece,GRC,1977,2.598390907,,36176234968,2.941001767,36176234968,2.941001767
Grenada,GRD,1977,,,71494495.19,,71494495.19,
Greenland,GRL,1977,,,282269764.9,8.822315281,282269764.9,8.822315281
Guatemala,GTM,1977,0.255451135,,5480500205,7.809220684,5480500205,7.809220684
Guam,GUM,1977,,,,,,
Guyana,GUY,1977,,,449880000,-2.638679661,449880000,-2.638679661
High income,HIC,1977,0.207002332,,5.79202E+12,4.000364082,5.79202E+12,4.000364082
"Hong Kong SAR, China",HKG,1977,,,15719433720,11.72565955,15719433720,11.72565955
Honduras,HND,1977,0.062893081,,1669499950,10.38388909,1669499950,10.38388909
Heavily indebted poor countries (HIPC),HPC,1977,,,78348289023,4.071357556,78348289023,4.071357556
Croatia,HRV,1977,,,,,,
Haiti,HTI,1977,7.921858144,,947000000.2,3.708146437,947000000.2,3.708146437
Hungary,HUN,1977,,,,,,
IBRD only,IBD,1977,,,1.52771E+12,4.58907842,1.52771E+12,4.58907842
IDA & IBRD total,IBT,1977,,,1.70453E+12,4.568631734,1.70453E+12,4.568631734
IDA total,IDA,1977,1.427184342,,1.75376E+11,4.424730372,1.75376E+11,4.424730372
IDA blend,IDB,1977,1.523807113,,73756383700,5.255268602,73756383700,5.255268602
Indonesia,IDN,1977,,,45808915663,8.26446281,45808915663,8.26446281
IDA only,IDX,1977,,,1.03027E+11,3.531579769,1.03027E+11,3.531579769
Isle of Man,IMN,1977,,,,,,
India,IND,1977,0.769151119,,1.21487E+11,7.254764588,1.21487E+11,7.254764588
Not classified,INX,1977,,,,,,
Ireland,IRL,1977,,,11248340431,8.211301542,11248340431,8.211301542
"Iran, Islamic Rep.",IRN,1977,,,80600122702,-2.773577692,80600122702,-2.773577692
Iraq,IRQ,1977,,,19838130715,1.899959393,19838130715,1.899959393
Iceland,ISL,1977,0.076975008,,2208509077,,2208509077,
Israel,ISR,1977,,,,,,
Italy,ITA,1977,0.839473726,,2.57596E+11,2.560500845,2.57596E+11,2.560500845
Jamaica,JAM,1977,2.514052491,,3249733140,-2.597548698,3249733140,-2.597548698
Jordan,JOR,1977,22.40129002,,2096780731,8.298408865,2096780731,8.298408865
Japan,JPN,1977,0.012475538,,7.21412E+11,4.39033795,7.21412E+11,4.39033795
Kazakhstan,KAZ,1977,,,,,,
Kenya,KEN,1977,0.41118028,,4494378855,9.453797844,4494378855,9.453797844
Kyrgyz Republic,KGZ,1977,,,,,,
Cambodia,KHM,1977,,,,,,
Kiribati,KIR,1977,,,38746985.32,-4.612629567,38746985.32,-4.612629567
St. Kitts and Nevis,KNA,1977,,,44496296.3,,44496296.3,
"Korea, Rep.",KOR,1977,0.267904837,,38446487603,12.3359822,38446487603,12.3359822
Kuwait,KWT,1977,,,14137406790,,14137406790,
Latin America & Caribbean (excluding high income),LAC,1977,,,4.04812E+11,4.780244201,4.04812E+11,4.780244201
Lao PDR,LAO,1977,,,,,,
Lebanon,LBN,1977,,,,,,
Liberia,LBR,1977,,,,,,
Libya,LBY,1977,,,,,,
St. Lucia,LCA,1977,,,,,,
Latin America & Caribbean,LCN,1977,,,4.78835E+11,4.892648213,4.78835E+11,4.892648213
Least developed countries: UN classification,LDC,1977,,,,,,
Low income,LIC,1977,,,,,,
Liechtenstein,LIE,1977,,,303493119.6,4.758677094,303493119.6,4.758677094
Sri Lanka,LKA,1977,0.450307813,,4104509583,5.100590264,4104509583,5.100590264
Lower middle income,LMC,1977,1.769404866,,4.18186E+11,3.792709935,4.18186E+11,3.792709935
Low & middle income,LMY,1977,,,1.60257E+12,4.566159871,1.60257E+12,4.566159871
Lesotho,LSO,1977,85.42534206,,193314999.8,21.80903497,193314999.8,21.80903497
Late-demographic dividend,LTE,1977,,,9.22285E+11,6.761777927,9.22285E+11,6.761777927
Lithuania,LTU,1977,,,,,,
Luxembourg,LUX,1977,,,3789321328,1.569771442,3789321328,1.569771442
Latvia,LVA,1977,,,,,,
"Macao SAR, China",MAC,1977,,,,,,
St. Martin (French part),MAF,1977,,,,,,
Morocco,MAR,1977,5.335503666,,11049784283,6.059167679,11049784283,6.059167679
Monaco,MCO,1977,,,811250927.4,3.55323608,811250927.4,3.55323608
Moldova,MDA,1977,,,,,,
Madagascar,MDG,1977,0.013804074,,2358930406,2.364000358,2358930406,2.364000358
Maldives,MDV,1977,,,,,,
Middle East & North Africa,MEA,1977,,,3.29435E+11,4.646428211,3.29435E+11,4.646428211
Mexico,MEX,1977,,,81912502624,3.390639707,81912502624,3.390639707
Marshall Islands,MHL,1977,,,,,,
Middle income,MIC,1977,,,1.54585E+12,4.603201951,1.54585E+12,4.603201951
North Macedonia,MKD,1977,,,,,,
Mali,MLI,1977,2.523999255,,1049838550,6.348647194,1049838550,6.348647194
Malta,MLT,1977,5.791388303,,625573345.5,12.1841698,625573345.5,12.1841698
Myanmar,MMR,1977,,,1000350727,6.014451485,1000350727,6.014451485
Middle East & North Africa (excluding high income),MNA,1977,,,1.7044E+11,0.479801514,1.7044E+11,0.479801514
Montenegro,MNE,1977,,,,,,
Mongolia,MNG,1977,,,,,,
Northern Mariana Islands,MNP,1977,,,,,,
Mozambique,MOZ,1977,,,,,,
Mauritania,MRT,1977,0.03843467,,799029958.7,-1.878593682,799029958.7,-1.878593682
Mauritius,MUS,1977,,,823633426.2,6.547619054,823633426.2,6.547619054
Malawi,MWI,1977,,,,4.918031369,,4.918031369
Malaysia,MYS,1977,0.030921459,,13139486858,7.75305838,13139486858,7.75305838
North America,NAC,1977,0.009606951,,2.2946E+12,4.624937449,2.2946E+12,4.624937449
Namibia,NAM,1977,,,,,,
New Caledonia,NCL,1977,,,837620127.3,1.899824282,837620127.3,1.899824282
Niger,NER,1977,0.499235703,,1291458044,7.764581119,1291458044,7.764581119
Nigeria,NGA,1977,0.055957142,,36035407725,6.02411785,36035407725,6.02411785
Nicaragua,NIC,1977,0.175123499,,2226999874,8.36848053,2226999874,8.36848053
Netherlands,NLD,1977,0.31565277,,1.27017E+11,2.520440279,1.27017E+11,2.520440279
Norway,NOR,1977,0.159445682,,41508030439,4.160714874,41508030439,4.160714874
Nepal,NPL,1977,,,1382400000,3.016973442,1382400000,3.016973442
Nauru,NRU,1977,,,,,,
New Zealand,NZL,1977,0.929982475,,15446082336,,15446082336,
OECD members,OED,1977,0.221400367,,5.73451E+12,3.809754725,5.73451E+12,3.809754725
Oman,OMN,1977,,,2741169956,1.007218329,2741169956,1.007218329
Other small states,OSS,1977,,,18811847922,,18811847922,
Pakistan,PAK,1977,5.765457587,,15126060606,3.947698287,15126060606,3.947698287
Panama,PAN,1977,3.787073724,,2738261900,1.094025891,2738261900,1.094025891
Peru,PER,1977,,,14544913961,0.349063699,14544913961,0.349063699
Philippines,PHL,1977,1.521331641,,22283109806,5.562970252,22283109806,5.562970252
Palau,PLW,1977,,,,,,
Papua New Guinea,PNG,1977,0.531287569,,1640745930,0.834815601,1640745930,0.834815601
Poland,POL,1977,,,,,,
Pre-demographic dividend,PRE,1977,,,1.27667E+11,4.985257526,1.27667E+11,4.985257526
Puerto Rico,PRI,1977,,,9910900000,5.950682235,9910900000,5.950682235
"Korea, Dem. People's Rep.",PRK,1977,,,,,,
Portugal,PRT,1977,5.583398183,,21439523311,5.602597313,21439523311,5.602597313
Paraguay,PRY,1977,0.83645661,,2092158730,11.4940816,2092158730,11.4940816
West Bank and Gaza,PSE,1977,,,,,,
Pacific island small states,PSS,1977,,,1189768788,,1189768788,
Post-demographic dividend,PST,1977,0.204130246,,5.58396E+12,3.826356641,5.58396E+12,3.826356641
French Polynesia,PYF,1977,,,793196379.5,2.078992703,793196379.5,2.078992703
Qatar,QAT,1977,,,3617564943,,3617564943,
Romania,ROU,1977,,,,,,
Russian Federation,RUS,1977,,,,,,
Rwanda,RWA,1977,0.157755136,,746650611.3,1.994109481,746650611.3,1.994109481
South Asia,SAS,1977,1.266130989,,1.53554E+11,6.253397062,1.53554E+11,6.253397062
Saudi Arabia,SAU,1977,,,74189100135,7.093359899,74189100135,7.093359899
Sudan,SDN,1977,0.539977088,,7499005639,6.223853782,7499005639,6.223853782
Senegal,SEN,1977,1.465742821,,2938046468,-2.682905305,2938046468,-2.682905305
Singapore,SGP,1977,,,6618585074,6.852442394,6618585074,6.852442394
Solomon Islands,SLB,1977,,,93145317.78,,93145317.78,
Sierra Leone,SLE,1977,,,691779749.6,0.04667581,691779749.6,0.04667581
El Salvador,SLV,1977,1.83571063,,2941640100,6.780061728,2941640100,6.780061728
San Marino,SMR,1977,,,,,,
Somalia,SOM,1977,,,498550873,23.30749051,498550873,23.30749051
Serbia,SRB,1977,,,,,,
Sub-Saharan Africa (excluding high income),SSA,1977,0.48879506,,1.66682E+11,2.92367355,1.66682E+11,2.92367355
South Sudan,SSD,1977,,,,,,
Sub-Saharan Africa,SSF,1977,0.48879506,,1.66741E+11,2.916793802,1.66741E+11,2.916793802
Small states,SST,1977,,,29802486041,,29802486041,
Sao Tome and Principe,STP,1977,,,,,,
Suriname,SUR,1977,0.483242386,,641500000,10.2,641500000,10.2
Slovak Republic,SVK,1977,,,,,,
Slovenia,SVN,1977,,,,,,
Sweden,SWE,1977,0.064048383,,94467862579,-1.596258566,94467862579,-1.596258566
Eswatini,SWZ,1977,3.971255614,,304059999.7,1.009592908,304059999.7,1.009592908
Sint Maarten (Dutch part),SXM,1977,,,,,,
Seychelles,SYC,1977,,,64526398.66,-6.190226813,64526398.66,-6.190226813
Syrian Arab Republic,SYR,1977,1.343302254,,6882292995,-1.799517878,6882292995,-1.799517878
Turks and Caicos Islands,TCA,1977,,,,,,
Chad,TCD,1977,,,935360466.4,2.234624849,935360466.4,2.234624849
East Asia & Pacific (IDA & IBRD countries),TEA,1977,,,2.91212E+11,7.572450865,2.91212E+11,7.572450865
Europe & Central Asia (IDA & IBRD countries),TEC,1977,1.673597415,,,,,
Togo,TGO,1977,0.759764725,,1056473300,6.959085373,1056473300,6.959085373
Thailand,THA,1977,0.227757128,,19779312336,9.843463235,19779312336,9.843463235
Tajikistan,TJK,1977,,,,,,
Turkmenistan,TKM,1977,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1977,,,4.51343E+11,4.78188657,4.51343E+11,4.78188657
Timor-Leste,TLS,1977,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,1977,,,1.68919E+11,0.479801514,1.68919E+11,0.479801514
Tonga,TON,1977,16.23307657,,34139387.89,,34139387.89,
South Asia (IDA & IBRD),TSA,1977,1.266130989,,1.53554E+11,6.253397062,1.53554E+11,6.253397062
Sub-Saharan Africa (IDA & IBRD countries),TSS,1977,0.48879506,,1.66741E+11,2.916793802,1.66741E+11,2.916793802
Trinidad and Tobago,TTO,1977,0.045135938,,3138666668,9.121790388,3138666668,9.121790388
Tunisia,TUN,1977,3.285204266,,5109324009,3.41109585,5109324009,3.41109585
Turkiye,TUR,1977,1.673597415,,58675998837,3.406669804,58675998837,3.406669804
Tuvalu,TUV,1977,,,,,,
Tanzania,TZA,1977,,,,,,
Uganda,UGA,1977,,,2936470588,,2936470588,
Ukraine,UKR,1977,,,,,,
Upper middle income,UMC,1977,,,1.13336E+12,4.965108011,1.13336E+12,4.965108011
Uruguay,URY,1977,,,4114670014,1.455461178,4114670014,1.455461178
United States,USA,1977,0.009606951,,2.08183E+12,4.624153065,2.08183E+12,4.624153065
Uzbekistan,UZB,1977,,,,,,
St. Vincent and the Grenadines,VCT,1977,,,49353161.85,13.2294111,49353161.85,13.2294111
"Venezuela, RB",VEN,1977,,,36210697674,6.270783513,36210697674,6.270783513
British Virgin Islands,VGB,1977,,,,,,
Virgin Islands (U.S.),VIR,1977,,,,,,
Viet Nam,VNM,1977,,,,,,
Vanuatu,VUT,1977,,,,,,
World,WLD,1977,0.308069308,,7.34973E+12,4.099971291,7.34973E+12,4.099971291
Samoa,WSM,1977,,,,,,
Kosovo,XKX,1977,,,,,,
"Yemen, Rep.",YEM,1977,,,,,,
South Africa,ZAF,1977,0.06342602,,45328399961,-0.093979116,45328399961,-0.093979116
Zambia,ZMB,1977,,,2515296940,-4.564236174,2515296940,-4.564236174
Zimbabwe,ZWE,1977,0.404301663,,4364382100,-6.860703193,4364382100,-6.860703193
Aruba,ABW,1978,,,,,,
Africa Eastern and Southern,AFE,1978,0.544356512,,1.16085E+11,1.070393754,1.16085E+11,1.070393754
Afghanistan,AFG,1978,,,3300000109,,3300000109,
Africa Western and Central,AFW,1978,0.477021778,,71496496574,-2.193524519,71496496574,-2.193524519
Angola,AGO,1978,,,,,,
Albania,ALB,1978,,,,,,
Andorra,AND,1978,,,308020288.9,1.463000179,308020288.9,1.463000179
Arab World,ARB,1978,,,2.49608E+11,-0.593563905,2.49608E+11,-0.593563905
United Arab Emirates,ARE,1978,,,23775765254,-1.58960332,23775765254,-1.58960332
Argentina,ARG,1978,0.02919726,,89049453088,-4.506124802,89049453088,-4.506124802
Armenia,ARM,1978,,,,,,
American Samoa,ASM,1978,,,,,,
Antigua and Barbuda,ATG,1978,,,87879341.48,4.38362792,87879341.48,4.38362792
Australia,AUS,1978,0.350778393,,1.18492E+11,0.893149715,1.18492E+11,0.893149715
Austria,AUT,1978,0.248225714,,62052259073,-0.210653695,62052259073,-0.210653695
Azerbaijan,AZE,1978,,,,,,
Burundi,BDI,1978,,,610225555.6,-0.940575988,610225555.6,-0.940575988
Belgium,BEL,1978,0.944694654,,1.01247E+11,2.841896491,1.01247E+11,2.841896491
Benin,BEN,1978,6.054419098,,928843468.5,1.255078028,928843468.5,1.255078028
Burkina Faso,BFA,1978,5.291102183,,1475583643,4.607825,1475583643,4.607825
Bangladesh,BGD,1978,0.869126602,,13281767143,7.073837733,13281767143,7.073837733
Bulgaria,BGR,1978,,,,,,
Bahrain,BHR,1978,,,,,,
"Bahamas, The",BHS,1978,,,832400000,14.17952014,832400000,14.17952014
Bosnia and Herzegovina,BIH,1978,,,,,,
Belarus,BLR,1978,,,,,,
Belize,BLZ,1978,,,136300000,7.920807179,136300000,7.920807179
Bermuda,BMU,1978,,,475800000,1.452784504,475800000,1.452784504
Bolivia,BOL,1978,0.05321667,,3758220890,2.052694566,3758220890,2.052694566
Brazil,BRA,1978,0.056421392,,2.00279E+11,4.969897689,2.00279E+11,4.969897689
Barbados,BRB,1978,2.116177355,,552883707.1,4.876939315,552883707.1,4.876939315
Brunei Darussalam,BRN,1978,,,1941579359,6.775834422,1941579359,6.775834422
Bhutan,BTN,1978,,,,,,
Botswana,BWA,1978,9.735146697,,590407375.2,14.33280159,590407375.2,14.33280159
Central African Republic,CAF,1978,0.161851466,,610578631.4,1.209235419,610578631.4,1.209235419
Canada,CAN,1978,,,2.19377E+11,,2.19377E+11,
Central Europe and the Baltics,CEB,1978,,,,,,
Switzerland,CHE,1978,,,,,,
Channel Islands,CHI,1978,,,,,,
Chile,CHL,1978,,,15992038367,7.701103603,15992038367,7.701103603
China,CHN,1978,,,1.49541E+11,11.32597799,1.49541E+11,11.32597799
Cote d'Ivoire,CIV,1978,0.280457705,,7900526290,10.90945365,7900526290,10.90945365
Cameroon,CMR,1978,,,4662852578,22.00300492,4662852578,22.00300492
"Congo, Dem. Rep.",COD,1978,,,15372608002,-5.345291528,15372608002,-5.345291528
"Congo, Rep.",COG,1978,0.284417541,,878771771.3,6.359747011,878771771.3,6.359747011
Colombia,COL,1978,0.325918115,,23263511958,8.469900838,23263511958,8.469900838
Comoros,COM,1978,,,,,,
Cabo Verde,CPV,1978,,,,,,
Costa Rica,CRI,1978,0.082311332,,3523208810,6.267686824,3523208810,6.267686824
Caribbean small states,CSS,1978,1.227649184,,9433730362,5.753308768,9433730362,5.753308768
Cuba,CUB,1978,,,17844705325,6.595998563,17844705325,6.595998563
Curacao,CUW,1978,,,,,,
Cayman Islands,CYM,1978,,,,,,
Cyprus,CYP,1978,7.109609533,,964026512.2,7.777403361,964026512.2,7.777403361
Czechia,CZE,1978,,,,,,
Germany,DEU,1978,0.09876562,,7.4047E+11,3.008492857,7.4047E+11,3.008492857
Djibouti,DJI,1978,,,,,,
Dominica,DMA,1978,10.15224629,,57130215.56,10.5357458,57130215.56,10.5357458
Denmark,DNK,1978,,,60362658215,2.22630854,60362658215,2.22630854
Dominican Republic,DOM,1978,2.779655415,,4734400005,2.140684677,4734400005,2.140684677
Algeria,DZA,1978,1.490641315,,26364491320,9.214835701,26364491320,9.214835701
East Asia & Pacific (excluding high income),EAP,1978,,,2.82752E+11,9.255677174,2.82752E+11,9.255677174
Early-demographic dividend,EAR,1978,,,9.14897E+11,1.255876311,9.14897E+11,1.255876311
East Asia & Pacific,EAS,1978,0.108292856,,1.54679E+12,5.797621575,1.54679E+12,5.797621575
Europe & Central Asia (excluding high income),ECA,1978,1.508905104,,,,,
Europe & Central Asia,ECS,1978,0.529385383,,3.31982E+12,3.229815452,3.31982E+12,3.229815452
Ecuador,ECU,1978,,,11922502171,5.706824945,11922502171,5.706824945
"Egypt, Arab Rep.",EGY,1978,11.97226862,,14811704063,8.628767645,14811704063,8.628767645
Euro area,EMU,1978,0.533024454,,2.18334E+12,3.123684684,2.18334E+12,3.123684684
Eritrea,ERI,1978,,,,,,
Spain,ESP,1978,1.079996692,,1.606E+11,1.463003236,1.606E+11,1.463003236
Estonia,EST,1978,,,,,,
Ethiopia,ETH,1978,,,,,,
European Union,EUU,1978,0.510468001,,2.44253E+12,3.050242602,2.44253E+12,3.050242602
Fragile and conflict affected situations,FCS,1978,,,2.21697E+11,-1.195517197,2.21697E+11,-1.195517197
Finland,FIN,1978,0.180599381,,36256160289,2.919707412,36256160289,2.919707412
Fiji,FJI,1978,,,829268135.2,1.863401451,829268135.2,1.863401451
France,FRA,1978,0.312235556,,5.06708E+11,3.978543722,5.06708E+11,3.978543722
Faroe Islands,FRO,1978,,,,,,
"Micronesia, Fed. Sts.",FSM,1978,,,,,,
Gabon,GAB,1978,0.003709199,,2389479269,-24.04920607,2389479269,-24.04920607
United Kingdom,GBR,1978,,,3.3588E+11,4.204260471,3.3588E+11,4.204260471
Georgia,GEO,1978,,,,7.429127694,,7.429127694
Ghana,GHA,1978,,,3662478185,8.475935602,3662478185,8.475935602
Gibraltar,GIB,1978,,,,,,
Guinea,GIN,1978,,,,,,
"Gambia, The",GMB,1978,0.200892865,,171833061.6,6.31644631,171833061.6,6.31644631
Guinea-Bissau,GNB,1978,,,122666858.8,13.12604338,122666858.8,13.12604338
Equatorial Guinea,GNQ,1978,,,,,,
Greece,GRC,1978,2.234008224,,44270204082,7.246863493,44270204082,7.246863493
Grenada,GRD,1978,,,88322386.3,5.341402126,88322386.3,5.341402126
Greenland,GRL,1978,,,355987433.5,6.016717204,355987433.5,6.016717204
Guatemala,GTM,1978,0.355813258,,6070600206,4.99668982,6070600206,4.99668982
Guam,GUM,1978,,,,,,
Guyana,GUY,1978,,,507080000,-1.806188772,507080000,-1.806188772
High income,HIC,1978,0.217467001,,6.94023E+12,4.250773471,6.94023E+12,4.250773471
"Hong Kong SAR, China",HKG,1978,,,18315137713,8.260884224,18315137713,8.260884224
Honduras,HND,1978,0.040358485,,3097242093,5.966211807,3097242093,5.966211807
Heavily indebted poor countries (HIPC),HPC,1978,,,92606200588,1.874096618,92606200588,1.874096618
Croatia,HRV,1978,,,,,,
Haiti,HTI,1978,7.801272838,,974200000.2,6.208863536,974200000.2,6.208863536
Hungary,HUN,1978,,,,,,
IBRD only,IBD,1978,,,1.69172E+12,4.060859331,1.69172E+12,4.060859331
IDA & IBRD total,IBT,1978,,,1.8927E+12,3.658211895,1.8927E+12,3.658211895
IDA total,IDA,1978,2.154800985,,1.98705E+11,0.825532314,1.98705E+11,0.825532314
IDA blend,IDB,1978,2.047287538,,80183338760,-0.674762548,80183338760,-0.674762548
Indonesia,IDN,1978,,,51455719100,6.870229008,51455719100,6.870229008
IDA only,IDX,1978,,,1.20581E+11,2.472480963,1.20581E+11,2.472480963
Isle of Man,IMN,1978,,,,,,
India,IND,1978,0.848342482,,1.373E+11,5.712532089,1.373E+11,5.712532089
Not classified,INX,1978,,,,,,
Ireland,IRL,1978,,,14647996074,7.186728478,14647996074,7.186728478
"Iran, Islamic Rep.",IRN,1978,,,77994316621,-12.84085667,77994316621,-12.84085667
Iraq,IRQ,1978,,,23762275652,17.05696467,23762275652,17.05696467
Iceland,ISL,1978,0.071661227,,2511818476,,2511818476,
Israel,ISR,1978,,,,,,
Italy,ITA,1978,0.951131327,,3.15058E+11,3.240139752,3.15058E+11,3.240139752
Jamaica,JAM,1978,2.612943384,,2644527198,-0.053700315,2644527198,-0.053700315
Jordan,JOR,1978,20.00517859,,2602208597,14.67956601,2602208597,14.67956601
Japan,JPN,1978,0.012825416,,1.01361E+12,5.271941503,1.01361E+12,5.271941503
Kazakhstan,KAZ,1978,,,,,,
Kenya,KEN,1978,0.49776243,,5303734883,6.912493546,5303734883,6.912493546
Kyrgyz Republic,KGZ,1978,,,,,,
Cambodia,KHM,1978,,,,,,
Kiribati,KIR,1978,,,45212135.1,1.05959334,45212135.1,1.05959334
St. Kitts and Nevis,KNA,1978,,,49433333.33,3.909904182,49433333.33,3.909904182
"Korea, Rep.",KOR,1978,0.202031446,,51972107438,10.9529857,51972107438,10.9529857
Kuwait,KWT,1978,,,15503571644,,15503571644,
Latin America & Caribbean (excluding high income),LAC,1978,0.184741623,,4.91322E+11,4.219497174,4.91322E+11,4.219497174
Lao PDR,LAO,1978,,,,,,
Lebanon,LBN,1978,,,,,,
Liberia,LBR,1978,,,,,,
Libya,LBY,1978,,,,,,
St. Lucia,LCA,1978,,,,10.31194071,,10.31194071
Latin America & Caribbean,LCN,1978,,,5.74136E+11,4.453328585,5.74136E+11,4.453328585
Least developed countries: UN classification,LDC,1978,,,,,,
Low income,LIC,1978,,,,,,
Liechtenstein,LIE,1978,,,436912068,4.758676836,436912068,4.758676836
Sri Lanka,LKA,1978,1.428042701,,2733183857,5.653836858,2733183857,5.653836858
Lower middle income,LMC,1978,2.169144192,,4.60594E+11,0.253073247,4.60594E+11,0.253073247
Low & middle income,LMY,1978,,,1.78192E+12,3.603462978,1.78192E+12,3.603462978
Lesotho,LSO,1978,66.56600518,,266569999.8,18.31687489,266569999.8,18.31687489
Late-demographic dividend,LTE,1978,,,9.59682E+11,6.615164128,9.59682E+11,6.615164128
Lithuania,LTU,1978,,,,,,
Luxembourg,LUX,1978,,,4718539772,4.074972055,4718539772,4.074972055
Latvia,LVA,1978,,,,,,
"Macao SAR, China",MAC,1978,,,,,,
St. Martin (French part),MAF,1978,,,,,,
Morocco,MAR,1978,5.765674156,,13236946766,2.232663388,13236946766,2.232663388
Monaco,MCO,1978,,,1000535735,3.953551304,1000535735,3.953551304
Moldova,MDA,1978,,,,,,
Madagascar,MDG,1978,0.014939158,,2669755116,-2.661805964,2669755116,-2.661805964
